antecedent,consequent,pair_order_count,support,confidence,lift
AS6384M4,CBLOYALFLYER,859,0.000851651947001273,0.06237745987945683,6.151315272125223
CB2608P1,AS6352M4,387,0.00038368952676308806,0.09716294250564901,6.1335126031786045
AS6352M4,CB2608P1,387,0.00038368952676308806,0.024220803604956816,6.1335126031786045
AS6483P1,AS6486P1,314,0.0003113139829550637,0.12208398133748057,6.129589423488493
AS6486P1,AS6483P1,314,0.0003113139829550637,0.015630444521877646,6.129589423488493
AS6494P1,AS6495P1,479,0.0004749025408773106,0.07929150802847211,6.12605401453403
AS6495P1,AS6494P1,479,0.0004749025408773106,0.03669092301800077,6.12605401453403
WB2618P1,WB2466P1,1990,0.001972977153122856,0.3936696340257171,6.103452650456392
WB2466P1,WB2618P1,1990,0.001972977153122856,0.03058903098868667,6.103452650456392
CBLOYALFLYER,AS6488P1,2613,0.0025906478900050364,0.25547516621040284,5.904931617958343
AS6488P1,CBLOYALFLYER,2613,0.0025906478900050364,0.05987900453732985,5.904931617958343
CBLOYALFLYER,AS6486P1,1168,0.0011580087009283898,0.11419632381697302,5.733566115728302
AS6486P1,CBLOYALFLYER,1168,0.0011580087009283898,0.05814127134252576,5.733566115728302
WB1450P1,WS1268P1,542,0.0005373636266294412,0.26361867704280156,5.712113664919265
WS1268P1,WB1450P1,542,0.0005373636266294412,0.011643644331779415,5.712113664919265
CBLOYALFLYER,AS6490P1,965,0.0009567452023937468,0.09434884630426281,5.664794818154413
AS6490P1,CBLOYALFLYER,965,0.0009567452023937468,0.05744389546996845,5.664794818154413
WB2464P3,WB4957P5,2194,0.0021752320974630884,0.11942085782712823,5.620157754220824
WB4957P5,WB2464P3,2194,0.0021752320974630884,0.10237028742067936,5.620157754220824
AS6492P3,AS6493P3,205,0.00020324639014582184,0.04240794373189905,5.395968143108096
AS6493P3,AS6492P3,205,0.00020324639014582184,0.02586098145578403,5.395968143108096
CB2562P1,AS6488P1,720,0.00071384098002435,0.23136246786632392,5.347602164147636
AS6488P1,CB2562P1,720,0.00071384098002435,0.016499381273202256,5.347602164147636
AS6487P1,CBLOYALFLYER,218,0.00021613518561848372,0.05382716049382716,5.308132697943674
CBLOYALFLYER,AS6487P1,218,0.00021613518561848372,0.021314039890496676,5.308132697943674
NC4532P5,NC4532P3,639,0.0006335338697716106,0.11019141231246767,5.294247788210338
NC4532P3,NC4532P5,639,0.0006335338697716106,0.030438717667794025,5.294247788210338
AS6487P1,AS6495P1,274,0.0002716561507314887,0.06765432098765432,5.226966102576469
AS6495P1,AS6487P1,274,0.0002716561507314887,0.020988127154346992,5.226966102576469
RCPM120P1,AS6269P1,473,0.0004689538660437743,0.444967074317968,5.173201279855958
AS6269P1,RCPM120P1,473,0.0004689538660437743,0.0054520724791368895,5.173201279855958
CB2561P1,AS6486P1,225,0.00022307530625760935,0.10264598540145986,5.153647018940895
AS6486P1,CB2561P1,225,0.00022307530625760935,0.011200159291154362,5.153647018940895
AS6493P1,AS6488P1,2828,0.0028038087382067523,0.22218730358265243,5.135531775928401
AS6488P1,AS6493P1,2828,0.0028038087382067523,0.06480590311196663,5.135531775928401
AS6492P1,AS6495P1,849,0.0008417374889453793,0.06619366910962109,5.1141162839294445
AS6495P1,AS6492P1,849,0.0008417374889453793,0.0650325545767905,5.1141162839294445
TP-GUIDES,WS1268P1,2387,0.0023665811379418376,0.2336759667156143,5.063312272152713
WS1268P1,TP-GUIDES,2387,0.0023665811379418376,0.05127929708479237,5.063312272152713
TP-GUIDES,WS1324P3,3771,0.0037387421328775325,0.36916299559471366,5.062241807661104
WS1324P3,TP-GUIDES,3771,0.0037387421328775325,0.051268455828370994,5.062241807661104
WS1267P1,WS1267P3,539,0.000534389289212673,0.060938383267382705,4.883922100771846
WS1267P3,WS1267P1,539,0.000534389289212673,0.04282876440206595,4.883922100771846
AS6634P1,AS6269P1,243,0.0002409213307582181,0.41680960548885077,4.845841656657852
AS6269P1,AS6634P1,243,0.0002409213307582181,0.002800959011480474,4.845841656657852
CB2584P1,protect,445,0.0004411933834872718,0.054809705628772014,4.5332188412412515
protect,CB2584P1,445,0.0004411933834872718,0.036490364903649035,4.5332188412412515
CBLOYALFLYER,AS6352M4,733,0.0007267297754970118,0.07166601486116543,4.523992316772285
AS6352M4,CBLOYALFLYER,733,0.0007267297754970118,0.045875578921016395,4.523992316772285
AS6492P1,AS6488P1,2434,0.0024131790908045385,0.1897707781069702,4.386271606867344
AS6488P1,AS6492P1,2434,0.0024131790908045385,0.05577707502635318,4.386271606867344
CB2584P1,AS6488P1,1539,0.0015258350948020478,0.18955536396107894,4.381292626640431
AS6488P1,CB2584P1,1539,0.0015258350948020478,0.03526742747146982,4.381292626640431
WB2591P1,protect,233,0.00023100687270232435,0.05253664036076663,4.345217424665791
protect,WB2591P1,233,0.00023100687270232435,0.01910619106191062,4.345217424665791
AS6483P1,CB-GUIDES,2568,0.0025460328287535148,0.9984447900466563,4.3260050675932975
CB-GUIDES,AS6483P1,2568,0.0025460328287535148,0.011031306917763497,4.3260050675932975
AS6489P1,CB-GUIDES,1781,0.0017657649797546767,0.9938616071428571,4.306147312146834
CB-GUIDES,AS6489P1,1781,0.0017657649797546767,0.007650606550053267,4.306147312146834
AS6494P1,CB-GUIDES,5992,0.005940743267091534,0.9918887601390498,4.2975994723252064
CB-GUIDES,AS6494P1,5992,0.005940743267091534,0.025739716141448158,4.2975994723252064
AS6492P1,CB-GUIDES,12706,0.012597310405818598,0.9906440043661313,4.292206264973892
CB-GUIDES,AS6492P1,12706,0.012597310405818598,0.05458091343345132,4.292206264973892
AS6485P1,CB-GUIDES,3344,0.0033153947738908695,0.9887640449438202,4.2840608832073075
CB-GUIDES,AS6485P1,3344,0.0033153947738908695,0.014364754802570535,4.2840608832073075
AS6490P3,CB-GUIDES,2865,0.002840492233013559,0.9882718178682304,4.28192818959757
CB-GUIDES,AS6490P3,2865,0.002840492233013559,0.012307123956149696,4.28192818959757
AS6494P3,CB-GUIDES,2181,0.0021623433019904268,0.9877717391304348,4.279761476750284
CB-GUIDES,AS6494P3,2181,0.0021623433019904268,0.009368878655623905,4.279761476750284
AS6483P3,CB-GUIDES,1500,0.0014871687083840622,0.9874917709019092,4.278548446257822
CB-GUIDES,AS6483P3,1500,0.0014871687083840622,0.006443520395889893,4.278548446257822
CB2569M3,CB-GUIDES,456,0.00045209928734875495,0.987012987012987,4.276473998526303
CB-GUIDES,CB2569M3,456,0.00045209928734875495,0.0019588302003505273,4.276473998526303
AS6493P1,CB-GUIDES,12557,0.01244958498078578,0.9865650534255186,4.274533217234587
CB-GUIDES,AS6493P1,12557,0.01244958498078578,0.053940857074126256,4.274533217234587
AS6492P3,CB-GUIDES,4762,0.004721264926216603,0.9851055026892842,4.2682093584250635
CB-GUIDES,AS6492P3,4762,0.004721264926216603,0.02045602941681845,4.2682093584250635
AS6490P1,CB-GUIDES,16529,0.016387607720586776,0.9839276147389726,4.263105872190369
CB-GUIDES,AS6490P1,16529,0.016387607720586776,0.0710032990824427,4.263105872190369
AS6495P1,CB-GUIDES,12839,0.012729172697961984,0.9834546150900039,4.261056486086293
CB-GUIDES,AS6495P1,12839,0.012729172697961984,0.05515223890855356,4.261056486086293
AS6384M12,CB-GUIDES,1629,0.0016150652173050916,0.982509047044632,4.256959582384846
CB-GUIDES,AS6384M12,1629,0.0016150652173050916,0.006997663149936424,4.256959582384846
AS6569M18,CB-GUIDES,1196,0.0011857691834848924,0.9819376026272578,4.254483660360862
CB-GUIDES,AS6569M18,1196,0.0011857691834848924,0.005137633595656208,4.254483660360862
AS6493P3,AS6493P1,425,0.0004213644673754843,0.053614229847357135,4.248649703211827
AS6493P1,AS6493P3,425,0.0004213644673754843,0.03339094908862351,4.248649703211827
CB2567M3,CB-GUIDES,427,0.00042334735898666307,0.9793577981651376,4.24330602962175
CB-GUIDES,CB2567M3,427,0.00042334735898666307,0.0018342554726966563,4.24330602962175
AS6352M12,CB-GUIDES,1755,0.001739987388809353,0.9793526785714286,4.243283847735931
CB-GUIDES,AS6352M12,1755,0.001739987388809353,0.007538918863191175,4.243283847735931
CB2586P1,protect,373,0.0003698092854848368,0.05120109814687714,4.234756967748126
protect,CB2586P1,373,0.0003698092854848368,0.03058630586305863,4.234756967748126
CBLOYALFLYER,CB-GUIDES,9981,0.009895620585587551,0.9758506061791161,4.228110266715478
CB-GUIDES,CBLOYALFLYER,9981,0.009895620585587551,0.04287518471425135,4.228110266715478
AS6486P1,CB-GUIDES,19567,0.0193996200779673,0.9740156304445219,4.220159787724652
CB-GUIDES,AS6486P1,19567,0.0193996200779673,0.08405357572425169,4.220159787724652
WS5399M9,CB-GUIDES,481,0.00047688543248848933,0.9736842105263158,4.218723830263655
CB-GUIDES,WS5399M9,481,0.00047688543248848933,0.0020662222069486925,4.218723830263655
AS6486P3,CB-GUIDES,2991,0.0029654144045178203,0.9729993493819128,4.215756502664954
CB-GUIDES,AS6486P3,2991,0.0029654144045178203,0.012848379669404447,4.215756502664954
AS6384M4EU,CB-GUIDES,2020,0.002002720527290537,0.9702209414024976,4.203718373848407
CB-GUIDES,AS6384M4EU,2020,0.002002720527290537,0.008677274133131723,4.203718373848407
AS6495P3,CB-GUIDES,4224,0.004187867082809519,0.9694744089970163,4.200483840500715
CB-GUIDES,AS6495P3,4224,0.004187867082809519,0.018144953434825938,4.200483840500715
CB2564M3,CB-GUIDES,464,0.00046003085379346995,0.9686847599164927,4.197062493664096
CB-GUIDES,CB2564M3,464,0.00046003085379346995,0.00199319564246194,4.197062493664096
AS4997M15,CB-GUIDES,501,0.0004967143486002768,0.9671814671814671,4.190549111998303
CB-GUIDES,AS4997M15,501,0.0004967143486002768,0.002152135812227224,4.190549111998303
CB2418P5,CB-GUIDES,524,0.0005195176021288324,0.966789667896679,4.188851546235659
CB-GUIDES,CB2418P5,524,0.0005195176021288324,0.002250936458297536,4.188851546235659
AS6489P3,CB-GUIDES,458,0.0004540821789599337,0.9662447257383966,4.186490451699661
CB-GUIDES,AS6489P3,458,0.0004540821789599337,0.0019674215608783806,4.186490451699661
AS6487P1,CB-GUIDES,3912,0.0038785359914656346,0.965925925925926,4.185109173918411
CB-GUIDES,AS6487P1,3912,0.0038785359914656346,0.016804701192480842,4.185109173918411
CB2420P3,CB-GUIDES,638,0.0006325424239660212,0.9652042360060514,4.181982276686105
CB-GUIDES,CB2420P3,638,0.0006325424239660212,0.002740644008385168,4.181982276686105
AS6487P3,CB-GUIDES,639,0.0006335338697716106,0.9638009049773756,4.175902003443075
CB-GUIDES,AS6487P3,639,0.0006335338697716106,0.0027449396886490944,4.175902003443075
CB2565M3,CB-GUIDES,1286,0.0012749993059879361,0.9632958801498127,4.173713860458029
CB-GUIDES,CB2565M3,1286,0.0012749993059879361,0.005524244819409602,4.173713860458029
AS1373P1,CB-GUIDES,4727,0.004686564323020975,0.963121434392828,4.172958031756973
CB-GUIDES,AS1373P1,4727,0.004686564323020975,0.020305680607581016,4.172958031756973
AS6569M6,CBLOYALFLYER,278,0.0002756219339538462,0.042255661954704364,4.167016406535936
CBLOYALFLYER,AS6569M6,278,0.0002756219339538462,0.02718028940164255,4.167016406535936
CB2418P1,CB-GUIDES,3744,0.0037119730961266196,0.957544757033248,4.148795719771002
CB-GUIDES,CB2418P1,3744,0.0037119730961266196,0.016083026908141174,4.148795719771002
AS6488P1,CB-GUIDES,41784,0.04142657154074644,0.9575140932215042,4.148662861343256
CB-GUIDES,AS6488P1,41784,0.04142657154074644,0.17949070414790885,4.148662861343256
CB2561P1,CB-GUIDES,2096,0.0020780704085153296,0.9562043795620438,4.142988208138188
CB-GUIDES,CB2561P1,2096,0.0020780704085153296,0.009003745833190144,4.142988208138188
CB2418P3,CB-GUIDES,2143,0.0021246683613780305,0.955842997323818,4.14142243163308
CB-GUIDES,CB2418P3,2143,0.0021246683613780305,0.009205642805594693,4.14142243163308
AS6493P3,CB-GUIDES,7570,0.0075052447483115676,0.95496404692822,4.137614165113564
CB-GUIDES,AS6493P3,7570,0.0075052447483115676,0.03251829959792433,4.137614165113564
AS6485P3,CB-GUIDES,630,0.0006246108575213062,0.9545454545454546,4.135800511732675
CB-GUIDES,AS6485P3,630,0.0006246108575213062,0.002706278566273755,4.135800511732675
CB2586P1,CB-GUIDES,6948,0.006888565457234977,0.9537405628002745,4.132313122341469
CB-GUIDES,CB2586P1,6948,0.006888565457234977,0.029846386473761984,4.132313122341469
CB2416P5,CB-GUIDES,605,0.0005998247123815718,0.952755905511811,4.12804685498027
CB-GUIDES,CB2416P5,605,0.0005998247123815718,0.00259888655967559,4.12804685498027
CB2562P1,CB-GUIDES,2954,0.002928730909711013,0.949228791773779,4.112764776234592
CB-GUIDES,CB2562P1,2954,0.002928730909711013,0.012689439499639164,4.112764776234592
CB2463M15,CB-GUIDES,543,0.0005383550724350305,0.9476439790575916,4.105898189409003
CB-GUIDES,CB2463M15,543,0.0005383550724350305,0.0023325543833121413,4.105898189409003
CB2461M12,CB-GUIDES,848,0.0008407460431397899,0.9432703003337041,4.0869481618139085
CB-GUIDES,CB2461M12,848,0.0008407460431397899,0.003642736863809753,4.0869481618139085
CB2584P1,CB-GUIDES,7640,0.007574645954702824,0.9410025865254341,4.077122739793359
CB-GUIDES,CB2584P1,7640,0.007574645954702824,0.032818997216399186,4.077122739793359
CB2608P1,CB-GUIDES,3748,0.003715938879348977,0.9409992467988954,4.0771082696152625
CB-GUIDES,CB2608P1,3748,0.003715938879348977,0.01610020962919688,4.0771082696152625
WS5399M3,CB-GUIDES,4315,0.004278088651118153,0.9402920026149488,4.074043962049858
CB-GUIDES,WS5399M3,4315,0.004278088651118153,0.01853586033884326,4.074043962049858
CB2415P3,CB-GUIDES,1856,0.0018401234151738798,0.9378473976755938,4.063452116149777
CB-GUIDES,CB2415P3,1856,0.0018401234151738798,0.00797278256984776,4.063452116149777
CB2419P1,CB-GUIDES,3075,0.003048695852187328,0.9369287020109689,4.059471643578472
CB-GUIDES,CB2419P1,3075,0.003048695852187328,0.013209216811574281,4.059471643578472
CB2739P1,protect,261,0.00025876735525882683,0.04906015037593985,4.0576827678051215
protect,CB2739P1,261,0.00025876735525882683,0.021402214022140223,4.0576827678051215
CB2416P1,CB-GUIDES,5539,0.005491618317159547,0.9362745098039216,4.056637196615475
CB-GUIDES,CB2416P1,5539,0.005491618317159547,0.02379377298188941,4.056637196615475
CB2419P3,CB-GUIDES,1521,0.001507989070301439,0.9354243542435424,4.052953690728014
CB-GUIDES,CB2419P3,1521,0.001507989070301439,0.006533729681432352,4.052953690728014
CB2416P3,CB-GUIDES,3045,0.0030189524780196465,0.9306234718826406,4.032152699397075
CB-GUIDES,CB2416P3,3045,0.0030189524780196465,0.013080346403656483,4.032152699397075
AS6384M4,CB-GUIDES,12804,0.012694472094766356,0.9297799724057803,4.0284980326115045
CB-GUIDES,AS6384M4,12804,0.012694472094766356,0.05500189009931613,4.0284980326115045
CB2420P1,CB-GUIDES,1324,0.0013126742466003324,0.9297752808988764,4.028477705515963
CB-GUIDES,CB2420P1,1324,0.0013126742466003324,0.0056874806694388125,4.028477705515963
CB2462M12,CB-GUIDES,519,0.0005145603731008855,0.9284436493738819,4.0227080878238075
CB-GUIDES,CB2462M12,519,0.0005145603731008855,0.002229458056977903,4.0227080878238075
AS4998M4,CB-GUIDES,2790,0.002766133797594356,0.9262948207171314,4.013397764658059
CB-GUIDES,AS4998M4,2790,0.002766133797594356,0.011984947936355201,4.013397764658059
CB2585P1,CB-GUIDES,3445,0.0034155308002553966,0.9235924932975871,4.001689273384647
CB-GUIDES,CB2585P1,3445,0.0034155308002553966,0.014798618509227122,4.001689273384647
CB2415P1,CB-GUIDES,3886,0.003852758400520311,0.9223830999287919,3.996449282256166
CB-GUIDES,CB2415P1,3886,0.003852758400520311,0.01669301350561875,3.996449282256166
AS6352M4,CB-GUIDES,14723,0.014597056595692366,0.9214544999374139,3.9924258967785575
CB-GUIDES,AS6352M4,14723,0.014597056595692366,0.06324530052579126,3.9924258967785575
AS6385P6,MH-MAGWIN21,269,0.00026669892170354183,0.058011645460427,3.9863857431161986
MH-MAGWIN21,AS6385P6,269,0.00026669892170354183,0.01832674751328519,3.9863857431161986
AS4997M5,CB-GUIDES,3452,0.003422470920894522,0.9183293429103485,3.9788853933166903
CB-GUIDES,AS4997M5,3452,0.003422470920894522,0.014828688271074607,3.9788853933166903
CB2586P1,AS6488P1,1236,0.0012254270157084674,0.1696636925188744,3.9215259832697935
AS6488P1,CB2586P1,1236,0.0012254270157084674,0.028323937852330536,3.9215259832697935
AS6569M6,CB-GUIDES,5946,0.005895136760034423,0.9037847697218422,3.9158674899266397
CB-GUIDES,AS6569M6,5946,0.005895136760034423,0.025542114849307535,3.9158674899266397
373437,AS6269P3,757,0.0007505244748311567,0.5927956147220047,3.8935827984985063
AS6269P3,373437,757,0.0007505244748311567,0.004929572878883585,3.8935827984985063
CB2463M5,CB-GUIDES,1101,0.0010915818319539017,0.8965798045602605,3.884650224724245
CB-GUIDES,CB2463M5,1101,0.0010915818319539017,0.004729543970583182,3.884650224724245
CB2643M8,CB-GUIDES,447,0.00044317627509845057,0.8904382470119522,3.8580404318325856
CB-GUIDES,CB2643M8,447,0.00044317627509845057,0.0019201690779751882,3.8580404318325856
CB2417P1,CB-GUIDES,802,0.0007951395360826786,0.8891352549889135,3.852394901753316
CB-GUIDES,CB2417P1,802,0.0007951395360826786,0.0034451355716691293,3.852394901753316
CB2461M4,CB-GUIDES,2312,0.0022922227025226347,0.8831168831168831,3.826318840786692
CB-GUIDES,CB2461M4,2312,0.0022922227025226347,0.009931612770198288,3.826318840786692
AS6488P3,CB-GUIDES,8064,0.007995018976272718,0.8820826952526799,3.8218379701506926
CB-GUIDES,AS6488P3,8064,0.007995018976272718,0.03464036564830406,3.8218379701506926
CB2642M8,CB-GUIDES,504,0.0004996886860170449,0.875,3.7911504690882847
CB-GUIDES,CB2642M8,504,0.0004996886860170449,0.002165022853019004,3.7911504690882847
AS6634P3,AS6269P3,335,0.0003321343448724406,0.576592082616179,3.7871552333894973
AS6269P3,AS6634P3,335,0.0003321343448724406,0.002181515078501983,3.7871552333894973
CB2462M4,CB-GUIDES,1337,0.0013255630420729943,0.8543130990415335,3.7015194356338013
CB-GUIDES,CB2462M4,1337,0.0013255630420729943,0.005743324512869858,3.7015194356338013
AS6493P1,AS6486P1,920,0.0009121301411422249,0.07228158390949088,3.629111922717008
AS6486P1,AS6493P1,920,0.0009121301411422249,0.04579620687938673,3.629111922717008
AS6493P3,CBLOYALFLYER,291,0.0002885107294265081,0.03670997855430806,3.6201322105274376
CBLOYALFLYER,AS6493P3,291,0.0002885107294265081,0.02845131012905749,3.6201322105274376
CB2585P1,AS6488P1,576,0.0005710727840194799,0.1544235924932976,3.569273551705618
AS6488P1,CB2585P1,576,0.0005710727840194799,0.013199505018561803,3.569273551705618
CB2739P1,CB-GUIDES,4340,0.004302874796257887,0.8157894736842105,3.5346064523830627
CB-GUIDES,CB2739P1,4340,0.004302874796257887,0.018643252345441425,3.5346064523830627
AS6493P3,CB2584P1,222,0.00022010096884084122,0.028005550649678315,3.479145527858571
CB2584P1,AS6493P3,222,0.00022010096884084122,0.027343268875477274,3.479145527858571
AS6487P1,AS6486P1,265,0.00026273313848118433,0.0654320987654321,3.2852131471740877
AS6486P1,AS6487P1,265,0.00026273313848118433,0.013191298720692916,3.2852131471740877
AS6492P1,AS6486P1,830,0.0008229000186391811,0.06471230313425853,3.2490736664692577
AS6486P1,AS6492P1,830,0.0008229000186391811,0.041316143162924986,3.2490736664692577
NC4532P5,protect,224,0.00022208386045201997,0.03862734954302466,3.1948033058533722
protect,NC4532P5,224,0.00022208386045201997,0.01836818368183682,3.1948033058533722
CNPTGAFLYER,AS6486P1,217,0.00021514373981289435,0.06284390385172314,3.155265122910837
AS6486P1,CNPTGAFLYER,217,0.00021514373981289435,0.010801931405246653,3.155265122910837
CNTPSCFLYER,AS6486P1,217,0.00021514373981289435,0.06278935185185185,3.1525261774916435
AS6486P1,CNTPSCFLYER,217,0.00021514373981289435,0.010801931405246653,3.1525261774916435
AS2376P1,protect,422,0.0004183901299587162,0.03802486934582808,3.1449731790523887
protect,AS2376P1,422,0.0004183901299587162,0.03460434604346044,3.1449731790523887
AS5123M6,PQ-GUIDES,7091,0.0070303422074342575,0.9487556863794487,3.1361765491480047
PQ-GUIDES,AS5123M6,7091,0.0070303422074342575,0.023239275063087865,3.1361765491480047
AS6495P1,AS6488P1,1767,0.0017518847384764254,0.13535044044427422,3.128425776718168
AS6488P1,AS6495P1,1767,0.0017518847384764254,0.0404922315413172,3.128425776718168
AS6634P1,AS6269P3,276,0.00027363904234266746,0.4734133790737564,3.109459894039611
AS6269P3,AS6634P1,276,0.00027363904234266746,0.0017973079452732754,3.109459894039611
WB2563M3,AS6269P3,257,0.00025480157203646933,0.4724264705882353,3.1029777106234615
AS6269P3,WB2563M3,257,0.00025480157203646933,0.0016735802244030138,3.1029777106234615
WB2464P3,AS6269P3,8616,0.008542297060958054,0.4689745264532985,3.0803047522354836
AS6269P3,WB2464P3,8616,0.008542297060958054,0.05610726542200921,3.0803047522354836
AS6269P1,PQ-GUIDES,80227,0.07954072264501878,0.9247429572594402,3.056800837330563
PQ-GUIDES,AS6269P1,80227,0.07954072264501878,0.2629272768983712,3.056800837330563
AS6269P3,PQ-GUIDES,141647,0.1404353240243182,0.9224031830584191,3.0490665543271622
PQ-GUIDES,AS6269P3,141647,0.1404353240243182,0.46421852980696754,3.0490665543271622
CB2586P1,AS6486P1,442,0.0004382190460705037,0.0606726149622512,3.046249105686968
AS6486P1,CB2586P1,442,0.0004382190460705037,0.022002090696401015,3.046249105686968
AS6485P1,AS6486P1,205,0.00020324639014582184,0.060615020697811946,3.0433574143258832
AS6486P1,AS6485P1,205,0.00020324639014582184,0.010204589576385086,3.0433574143258832
373437,PQ-GUIDES,1162,0.0011520600260948536,0.9099451840250588,3.0078857899020974
PQ-GUIDES,373437,1162,0.0011520600260948536,0.003808212892865336,3.0078857899020974
WB4957P5,PQ-GUIDES,19373,0.01920727959168296,0.9039287047405749,2.9879979077936505
PQ-GUIDES,WB4957P5,19373,0.01920727959168296,0.06349097106151476,2.9879979077936505
RCPM120P1,PQ-GUIDES,959,0.0009507965275602105,0.9021636876763875,2.9821635236576522
PQ-GUIDES,RCPM120P1,959,0.0009507965275602105,0.0031429226886900666,2.9821635236576522
AS6493P1,AS6490P1,629,0.0006236194117157168,0.04941860465116279,2.9671402090656005
AS6490P1,AS6493P1,629,0.0006236194117157168,0.03744270492291208,2.9671402090656005
WB2464P1,AS6269P1,2467,0.0024458968023889876,0.25383269883732895,2.9510669851410554
AS6269P1,WB2464P1,2467,0.0024458968023889876,0.028436073585688598,2.9510669851410554
RCPM120P1,AS6269P3,476,0.00047192820346054245,0.4477892756349953,2.9411564081528367
AS6269P3,RCPM120P1,476,0.00047192820346054245,0.003099705007065504,2.9411564081528367
CB2584P1,AS6486P1,468,0.00046399663701582745,0.057642566818573715,2.8941165257147876
AS6486P1,CB2584P1,468,0.00046399663701582745,0.023296331325601074,2.8941165257147876
CB2416P1,protect,207,0.0002052292817570006,0.03498985801217039,2.893952481106961
protect,CB2416P1,207,0.0002052292817570006,0.016974169741697416,2.893952481106961
AS6495P1,AS6486P1,752,0.0007455672458032099,0.05760245116813482,2.8921024001599624
AS6486P1,AS6495P1,752,0.0007455672458032099,0.037433421275324806,2.8921024001599624
AS6634P1,PQ-GUIDES,510,0.0005056373608505812,0.8747855917667239,2.8916633626732446
PQ-GUIDES,AS6634P1,510,0.0005056373608505812,0.0016714187395536328,2.8916633626732446
AS6634P3,PQ-GUIDES,501,0.0004967143486002768,0.8623063683304647,2.8504124395386228
PQ-GUIDES,AS6634P3,501,0.0004967143486002768,0.0016419231147379806,2.8504124395386228
WB2464P1,WB2466P1,1771,0.001755850521698783,0.1822203930445519,2.82514434634377
WB2466P1,WB2464P1,1771,0.001755850521698783,0.027222700442695525,2.82514434634377
WB2466P1,PQ-GUIDES,55359,0.05488544835162221,0.850943802262666,2.8128527034004795
PQ-GUIDES,WB2466P1,55359,0.05488544835162221,0.18142758824107758,2.8128527034004795
WB2563M3,PQ-GUIDES,455,0.00045110784154316557,0.8363970588235294,2.7647674520599708
PQ-GUIDES,WB2563M3,455,0.00045110784154316557,0.0014911676990135353,2.7647674520599708
CB2585P1,AS6486P1,205,0.00020324639014582184,0.054959785522788206,2.7594195107909214
AS6486P1,CB2585P1,205,0.00020324639014582184,0.010204589576385086,2.7594195107909214
CNTPVFLYER,CB-GUIDES,1615,0.0016011849760268404,0.6254841208365608,2.7100621921334866
CB-GUIDES,CNTPVFLYER,1615,0.0016011849760268404,0.006937523626241451,2.7100621921334866
WS1267P3,MH-MAGWIN21,493,0.0004887827821555618,0.03917361938816051,2.6918932672190734
MH-MAGWIN21,WS1267P3,493,0.0004887827821555618,0.03358768224553754,2.6918932672190734
CNPTGAFLYER,CB-GUIDES,2102,0.002084019083348866,0.6087460179554011,2.637540287459708
CB-GUIDES,CNPTGAFLYER,2102,0.002084019083348866,0.009029519914773703,2.637540287459708
CNTPSCFLYER,CB-GUIDES,2102,0.002084019083348866,0.6082175925925926,2.6352507559601768
CB-GUIDES,CNTPSCFLYER,2102,0.002084019083348866,0.009029519914773703,2.6352507559601768
AS6384M4,MH-MAGWIN21,516,0.0005115860356841174,0.03747004574831167,2.5748288120335268
MH-MAGWIN21,AS6384M4,516,0.0005115860356841174,0.03515465322250988,2.5748288120335268
AS6494P1,MH-MAGWIN21,222,0.00022010096884084122,0.036748882635325275,2.525272652589104
MH-MAGWIN21,AS6494P1,222,0.00022010096884084122,0.015124676386428669,2.525272652589104
AS6492P1,AS6490P1,529,0.0005244748311567793,0.041244347419304536,2.476349999930847
AS6490P1,AS6492P1,529,0.0005244748311567793,0.03148996964105006,2.476349999930847
MH-MAGWIN21,WS1324P3,2645,0.0026223741557838964,0.18020166235181906,2.471061292310283
WS1324P3,MH-MAGWIN21,2645,0.0026223741557838964,0.03595997498436523,2.471061292310283
MH-MAGWIN21,AS6352M4,567,0.0005621497717691755,0.038629241041013763,2.4385113363822524
AS6352M4,MH-MAGWIN21,567,0.0005621497717691755,0.03548629365377394,2.4385113363822524
WB2464P1,PQ-GUIDES,7134,0.0070729743770746,0.7340261343759646,2.4263733879440252
PQ-GUIDES,WB2464P1,7134,0.0070729743770746,0.023380198603873758,2.4263733879440252
CB2586P1,AS6490P1,289,0.00028652783781532934,0.039670555936856554,2.381858056639071
AS6490P1,CB2586P1,289,0.00028652783781532934,0.017203404964581226,2.381858056639071
CNTPVFLYER,AS6488P1,263,0.0002607502468700056,0.1018590240123935,2.3543210887660395
AS6488P1,CNTPVFLYER,263,0.0002607502468700056,0.006026857326183602,2.3543210887660395
AS6494P1,AS6488P1,608,0.0006027990497983399,0.10064558847872869,2.3262743163326265
AS6488P1,AS6494P1,608,0.0006027990497983399,0.013932810852926348,2.3262743163326265
NC4532P1,NC4532P3,798,0.0007911737528603211,0.046743205248359884,2.2458203031125965
NC4532P3,NC4532P1,798,0.0007911737528603211,0.038012670890296765,2.2458203031125965
CNPTGAFLYER,AS6488P1,326,0.0003232113326221362,0.09441065739936287,2.1821630815207977
AS6488P1,CNPTGAFLYER,326,0.0003232113326221362,0.007470553187588799,2.1821630815207977
CNTPSCFLYER,AS6488P1,326,0.0003232113326221362,0.0943287037037037,2.1802688427347556
AS6488P1,CNTPSCFLYER,326,0.0003232113326221362,0.007470553187588799,2.1802688427347556
AS6483P1,AS6488P1,242,0.00023992988495262873,0.09409020217729394,2.1747562317631335
AS6488P1,AS6483P1,242,0.00023992988495262873,0.005545625372381869,2.1747562317631335
